uuid,pokemon_id,stat_id,base_stat,effort
07dc1c6b-293b-4521-9862-2b2498246814,373,1,95,0
07e72bd1-3947-412d-85f0-72f99677ceac,64,4,120,2
07e8993d-9deb-4434-9c46-1cbcae79da32,295,1,104,3
07fd63e0-bbe7-49cd-bb8e-46826df67a9b,295,6,68,0
0807b986-a1ee-4668-8381-848334296f91,362,4,80,0
08280751-971a-4a5f-bf8a-3a2f577ddcbd,289,3,100,0
087f9fc9-f20f-4d82-b043-bec2e1d7275e,255,2,60,0
08af0709-0711-414b-96ea-8e802d0c77f6,54,6,55,0
08f322ed-14b4-4430-8dc6-5a2fdf14fdc2,300,6,50,1
08f51dd4-fdd8-478b-af7d-776f2f454a60,246,6,41,0
094034d5-d280-4cfe-be16-dc944d5fa828,127,1,65,0
095434c8-de9a-4381-82e5-c7610d72915e,379,1,80,0
0995abce-dd0d-49d6-83d2-d05471f7fb46,276,3,30,0
09cd87c4-6098-4273-9e84-f06874a26e77,90,5,25,0
09d3455c-fc65-4af1-8f3a-3609088e10fa,233,5,95,0
09dcfda6-0f1e-4c7d-ad5c-1ce9de4145a7,383,6,90,0
0a1cb6a0-d6be-4b01-baeb-c56bf8348122,148,1,61,0
0a294300-89f5-405d-bb15-03631f1f6e5d,127,3,100,0
0a363079-343b-4679-b5f6-76f7dc580b06,73,5,120,2
0a59a7cf-4be4-4e86-8636-89bbfe3980ae,338,1,90,0
0a5e3e59-9fd6-4122-81e8-51406d021b6a,338,2,95,2
0a76cb41-f485-44a6-8675-eb33fdd4289b,173,1,50,0
0a9e30bf-c21e-4c83-8dd3-ae84815db710,125,3,57,0
0ae968b9-caf1-4113-bd72-443c293a1499,70,5,45,0
0af4dcb8-ae45-469d-8bde-ece7bf020ace,100,4,55,0
0b1a5f98-d1e4-42d2-86c3-a50ef65cfc90,30,2,62,0
0b1e063b-4400-457f-9cb2-602d1f5eea38,301,5,55,0
0b21a61f-49b9-47b4-b764-026db24ce6c2,205,3,140,2
0b26b79a-3ff9-4fed-94e4-d4c62cabe9bb,300,4,35,0
0b3e18b5-8d14-447f-96aa-d7b2a48d83f1,208,3,200,2
0b411f18-1231-4072-8ba5-165a00ce7fd8,43,6,30,0
0b50b98b-7974-401a-bf86-943c748b0121,213,1,20,0
0b7309ec-2e1f-46b9-804f-430353669385,46,4,45,0
0b787d21-d426-4fcd-8c93-7a34d6890769,331,1,50,0
0b8e261a-5dbc-4615-b7e7-50033647e0bf,382,1,100,0
0bcaba02-b84e-4e0b-8435-7793253eb692,358,3,80,0
0bec5708-81a8-47db-a056-9fa4a708d3db,255,5,50,0
0bf5bff1-3de0-4dbe-80ea-4018055e253a,353,6,45,0
0c20d520-1dcb-4b16-a39a-8b5c26acb2e1,344,3,105,0
0c5b2489-83f1-4d14-8165-c2db3203c09c,101,6,150,2
0c6090bb-4711-494b-8912-d3d843400aa0,77,2,85,0
0c60935f-3af3-46d2-a947-56acae951b11,187,2,35,0
0c7d6cb5-cc4b-414f-8c05-c629e3e7021f,286,5,60,0
0c87b363-48af-41a8-a166-cae735f799fa,313,6,85,1
0c9389d5-4a5f-405b-adfb-1e2a54890940,312,1,60,0
0cb13c54-0eb2-4553-8d72-64db0b997f53,105,6,45,0
0cb2a65f-d984-4e76-a73b-1c12ffff2ab1,102,5,45,0
0cc9c53d-b791-4b8d-bc2b-a145335a1430,174,6,15,0
0cf29527-b1b1-49e6-b3ac-9b29e60923d4,24,5,79,0
0d0675d0-6492-4975-b717-4699cea36019,269,3,70,0
0d10d32c-c178-4d17-b0d0-08c859a10521,52,3,35,0
0d2cc864-874c-4250-a792-1b5a25f5d397,319,6,95,0
0d517d3b-7b63-4286-b314-4173fbdd5e34,292,6,40,0
0d7a86d0-1305-418b-812c-66c1deba6a44,238,3,15,0
0d847fb9-7ec0-4fca-ae17-31a212f8e74d,261,6,35,0
0d848cad-af91-4d9f-ac17-c6ed21141230,89,1,105,1
0dadd2bc-0778-4407-82af-af11e32fddb0,21,2,60,0
0db88950-b65d-4719-9d6d-3bcdc05c0611,309,6,65,1
0df3d67b-124e-4477-ae14-7f51b49bfb36,130,5,100,0
0dffb449-c22e-4d24-a1f3-cc1536c261e5,263,3,41,0
0e00133a-3bc7-4611-8990-ae1b017d23b3,293,2,51,0
0e02b83c-00d7-4911-bc82-1548842f8bc3,119,3,65,0
0e145b79-e74b-4070-ba12-2131f0c70cce,369,5,65,0
0e39290f-629b-4556-8253-e5776a22385d,303,5,55,0
0e44b7e8-d514-4489-ae5d-3ef2d53e4ae7,273,3,50,1
0e6be758-1b75-4743-b1ba-2dc261a64904,338,5,65,0
0e819bc0-e278-421a-bf9e-dabfff676376,319,5,40,0
0eec44a0-2ea0-4759-9bed-4a5db6a5e57f,279,5,70,0
0ef21ade-5b93-4626-897e-e7dce486ff31,258,4,50,0
0f13ca27-22ee-4593-ab47-e313081aa6fe,278,4,55,0
0f2658dd-6192-4e0a-b821-d83623464fff,14,5,25,0
0f549a4a-ce2f-42be-8203-13b797540249,92,6,80,0
0f764233-caca-4a65-af9b-08b6111d2268,118,4,35,0
10147b3a-ce3b-46f1-a41e-b2d1b6818c75,318,6,65,0
10160fcb-5fb1-43b2-b9b5-46fd2de23d13,115,2,95,0
1030cd9c-df76-46fd-b3c7-a87f67253e79,44,5,75,0
1038b594-dd80-4fcc-b118-6e1a09dc3ef9,319,2,120,2
1070de4e-d12e-469b-ab50-778bba675470,86,6,45,0
10842b81-9e9f-4723-a459-39cdc6cd530b,32,6,50,0
108afee3-38b7-46f2-a897-e5982bb3e189,190,6,85,1
109c572c-1749-4d84-b9dc-3937d3ced27a,168,6,40,0
10c1bd52-370b-46c3-8591-2f2a1c0e8d5b,352,3,70,0
10dd8296-9d9e-4376-8fee-7e2c49089dd4,152,4,49,0
111632fe-5c18-4e4d-8f8b-8ee9e2abda72,122,1,40,0
11524de0-cc0a-4a03-8338-d4b4d9ac3958,92,3,30,0
115c7097-b273-4138-b0a5-b91c0ac73bb7,156,4,80,1
116af78b-c63e-4277-9b83-b99a277d9ed5,181,4,115,3
11997b8a-975a-4e27-836b-e56dd1eed39f,56,4,35,0
11a63f32-14ac-42af-b420-aad56185f132,207,5,65,0
11b6582d-51f2-4e92-89b3-2ab250a86c45,27,6,40,0
11dd9ece-70bc-4fee-9d47-c9cd55a19217,195,2,85,0
12228c4b-daf5-4a9f-8bc3-0cca2e108a74,326,6,80,0
12435f10-256b-4bf4-8e1a-7a38c1b6b8ab,273,2,40,0
12436fd9-14f2-4be0-b131-bb85f7a567a7,168,1,70,0
12575fa9-5f46-40f7-87d3-c54229052f0a,54,3,48,0
12804e33-ee58-4962-af47-468e442586df,72,6,70,0
1290bcee-429b-4d4c-be7b-b1b979375eb4,12,6,70,0
12919d71-8cc2-4752-8e71-fae1c1f6e417,26,3,55,0
12ba07b6-69c3-40ac-8a0e-69c263e10934,240,6,83,1
1355ce9d-7d37-41ff-88fb-f6014cc7a499,21,5,31,0
13700a8b-9a41-417b-9e16-bd6af39f56c4,343,4,40,0
137405ab-4607-40d9-a662-2261c7fc9cce,386,3,50,0
1382eec1-42c0-45ea-8673-388ec2cc9453,259,6,50,0
138e467d-d4b1-4c26-b4d4-59097dcad19b,44,6,40,0
138e5c3a-7d81-42a5-8c12-6ab0f53dd0ab,238,1,45,0
13903687-97db-41fa-9fff-9396045ca9f4,81,5,55,0
13b79489-1d1d-4700-8857-d78760711913,126,1,65,0
13df50ee-92f0-4826-9ee6-9584821e28b0,271,3,50,0
13f6ec20-956f-44cc-a9fc-8d0d23999510,349,2,15,0
14201217-1fba-4799-853f-566cee126556,154,1,80,0
1436db39-02a1-415b-a060-e66e7188fa8c,39,5,25,0
143eb0a7-210a-4709-a095-590fb4c5b63f,336,6,65,0
1448492d-92a9-41ff-8722-31eb2ffe702e,306,2,110,0
144eddbb-6a17-4550-b3fe-c7d1b9a9e3e2,3,1,80,0
1488005c-d534-46f0-95e0-9c07997eefec,200,3,60,0
148abf49-f8a2-48d2-8f40-3741bf56e26f,27,4,20,0
149f3a87-d0aa-4a20-b629-3fcd8b6c9090,345,2,41,0
14bbca8d-9038-432f-bf96-25255b26ccf6,22,5,61,0
14c3e42b-eb98-44fa-8a97-7a8e2973c38c,111,6,25,0
14d9ec0b-20ca-477d-b204-666244be33aa,277,1,60,0
14e4d9af-8316-43e5-af59-c7c35ed84ca7,74,5,30,0
151fc5f0-d6e1-4f39-b773-9185a56f17c4,151,1,100,3
152ab45d-aac7-45d5-bb0c-557ae55743b6,54,5,50,0
1539e12c-b91c-4a95-b33d-61944ec711cb,5,3,58,0
15443fbe-f1c5-404a-b32f-e61303cd38a3,259,3,70,0
15846bd8-894c-4388-9e11-60a96a634576,365,3,90,0
158ebb77-521c-470b-80aa-a7096759ea44,85,5,60,0
1597e6e8-fcef-4bac-be71-cb276c45381a,9,5,105,3
159d1e03-a2c9-4e38-9c10-e10cce0f63c0,285,5,60,0
15afb997-a8b7-42ab-9e46-a469a4a707d9,14,2,25,0
15c76775-7260-4017-a6c9-addda2c67d58,98,5,25,0
15dc82c0-15e1-4fbe-bf47-4f3f7a79dbfa,364,2,60,0
164012ea-0ba8-4153-bdc4-015c14e870bc,354,5,63,0
1677ece2-8c71-4444-ba14-0e1ac51653b1,33,6,65,0
168befb6-5b07-4d23-9969-102746386c2e,11,1,50,0
169d235c-7fea-43d3-ab04-6feed3deb32b,203,6,85,0
169ffe50-a65b-4a6e-ba4f-59c431d437ba,341,1,43,0
16ab4a70-465f-43ee-b685-5b1696c197f7,16,6,56,1
16cc0417-796a-4dcb-8e0d-854694bb9490,289,5,65,0
16f52200-4b1f-4feb-aac8-23f7aadc9dd1,184,1,100,3
16f7762d-4e0b-4d98-a6dd-c3f4d028a973,68,1,90,0
170ccc81-ed71-4e11-83ef-47390586286d,49,4,90,1
171287f8-bf5c-42e2-a267-2b23a954f930,373,3,80,0
17138560-47dc-4e21-b503-1de6563b3879,301,6,90,1
17205734-fb27-4ee9-8b31-742196a247ac,299,4,45,0
17285ad4-cb52-486a-bad5-ffe7e82d4ca5,284,6,80,0
17293824-9ca9-4b56-a1fb-10babd727f47,26,2,90,0
1748aa96-c8d3-45a3-b2ac-5afc83bd27b3,1,5,65,0
17528fd3-8109-46c2-adad-6f4a29183c9c,172,1,20,0
175aeea2-1913-46ca-b7ea-e164f51cf458,342,4,90,0
17c57c9a-5d27-4ef9-a96d-3df994425ea6,286,6,70,0
17cf903f-98d8-46c4-91ea-a3d2832c39cc,345,6,23,0
17f65326-77ad-4b6b-9dec-e6b3eb6da845,166,3,50,0
1801b327-a8a5-4577-90a2-c82cc0304915,243,6,115,2
18024193-f2b6-42d4-b18d-20a0fa0e4171,372,1,65,0
180a8ed2-081e-4a4e-87a8-af58e3ba202a,152,5,65,1
1847b3bf-ede8-4357-bb3b-b3430e97db66,27,3,85,1
1856cc89-502a-46dd-8e1a-bb8f7f7ec926,35,6,35,0
185fa21f-fff5-43bc-ab4b-c46730067565,265,1,45,1
1898b7bb-19c1-4956-afdb-122c626faa11,347,5,50,0
18cd742b-cfef-47cb-bf50-38f041ba284a,38,2,76,0
18d49326-3d06-463c-b7c7-6b7c80547f6b,209,4,40,0
18d8eb4b-1d13-4b19-86f1-e138c0940e4b,193,5,45,0
190b3267-d738-465d-87ea-975286bc107d,232,2,120,1
190d0a60-ab3f-43d1-8de8-ac99bd5ccf8a,158,3,64,0
192d1e1b-ee12-4c43-a1c5-03ca10b93c43,169,1,85,0
1946929f-3128-4c79-acde-bde5c00ac036,86,3,55,0
1962f005-b52a-4c26-b45e-e2430175a584,121,3,85,0
198f6187-2001-48b7-8cff-d291bb6310e3,165,1,40,0
199660ce-f39b-4f31-8af3-141d2de88ebb,83,3,55,0
199b9256-58e8-4b1c-900f-9d5e1cc05f3e,197,2,65,0
19a4d01b-73f4-4fb9-a62a-076b52e9cc61,191,2,30,0
19a7fe80-9e0d-40c8-894a-72deec82d1c6,287,4,35,0
19aa2139-09d0-4f49-8a55-818f392de0b0,69,4,70,0
19b0b5a5-e2dc-4e8f-a7ee-1a21c69c0cca,311,4,85,0
19bc2b38-63cc-4bc4-93e7-ce14a170cb98,135,2,65,0
19bfe8a8-833c-4576-b76e-1489a2e55fac,337,2,55,0
1a0fbba4-b27a-4938-b6d2-11ab363307ca,279,6,65,0
1a235592-d210-49a9-806c-12c81d260cb8,120,1,30,0
1a59b46f-ff91-492f-aa2c-e4d640861e72,267,1,60,0
1a7ef55e-62ba-4aee-a50a-2ece332a977f,317,3,83,0
1a8621a8-494c-4912-bbae-ba3d7c8307bd,253,2,65,0
1b5943d2-76f5-4e0e-8f53-b1bd8921f735,88,4,40,0
1b642306-a16d-4b4f-a2b0-05629c87a714,110,4,85,0
1b67b640-f0d4-4c80-8aff-5fbc10c71e30,287,1,60,1
1b6ea9c6-d97b-479a-a554-ee2e571d1570,314,4,73,0
1ba7d981-7126-4ccb-a730-850e7846127d,288,5,55,0
1bc5b094-1ce6-4140-ab4f-c33d8bc360a3,373,2,135,3
1bd20eba-1e9f-4f9e-9036-e37b3b9f8d46,7,6,43,0
1be5eba2-b1ef-47f7-b159-b4e9113dcc76,91,6,70,0
1bea8502-c71e-413a-8b28-6fb9321b1534,185,4,30,0
1beb828f-0c5b-4f53-9b9d-d5a720f55153,156,1,58,0
1c1e260b-feb2-40da-b721-9b5a02e03004,372,3,100,2
1c410f7c-f2a1-44c6-a0cf-6e7cf48b54e3,303,3,85,1
1c4811f4-6ce6-49c8-94be-59da5ddb01e6,169,4,70,0
1c5082bb-8ef2-4d9a-891e-33f2527bfbb4,346,4,81,0
1c66058e-ae2d-467e-9201-ba9732530dc4,372,2,95,0
1c6db8d8-febc-482a-8adb-830be572b85a,38,6,100,1
1c7346fa-68ec-4ccf-a8a5-1ea24e72c006,339,6,60,0
1c76e998-5a59-40dd-945f-c9e8f5fc5882,134,5,95,0
1c9340de-846c-4efe-9bae-3736a4467ae4,170,6,67,0
1ca2b8a8-7449-4dea-8673-c8856596a384,138,1,35,0
1cfa64e3-7536-453a-89ce-9cf6280544a6,211,2,95,1
1cfce6a6-1f2e-4139-a782-8134acb7b00b,302,3,75,1
1d0aab27-e36f-4960-a495-aaea47da2f4f,39,1,115,2
1d1111a6-1983-47eb-bf91-4ed72faa5e3a,201,6,48,0
1d232604-0ded-4dce-bf22-9424465ec06c,95,1,35,0
1d24061e-a110-41d7-aae3-d3c9999cd2dd,154,4,83,0
1d2f0196-ef83-4af6-96b5-0e0591ad7aea,42,3,70,0
1d67f8d1-e4cd-4fe1-9f42-43774845b74c,347,4,40,0
1de9bc24-43dc-4c8d-8079-b66cc2787c42,66,4,35,0
1e114241-564d-471d-bd04-e7d090bb143b,8,6,58,0
1e19fdd0-fe77-469e-a80f-7ce138835bb4,294,1,84,2
1e1d3fc8-125f-4f23-9223-2bd9a38dd1f2,99,4,50,0
1eb26fa4-988c-44f2-87de-81f7e9cc763a,269,1,60,0
1ec40e40-c59c-418b-8d33-eb6fe9d2dc2f,370,3,55,0
1ec5549d-fa1e-465c-bda4-e1a32f298cc6,57,5,70,0
1ec9b677-37cf-4420-9067-950bd6f218eb,241,4,40,0
1ef2b5e2-9292-401b-a653-2de623f97ce4,245,5,115,2
1f084263-e58c-41a9-b525-b96535065555,53,1,65,0
1f1b48b5-6069-4580-98b4-827729c12314,313,4,47,0
1f3236d7-dd6d-42cd-bb2b-6b2279b99b53,324,4,85,0
1f5b0475-f004-4412-a6ff-152358809c8f,91,5,45,0
200f0392-c2ad-4076-9fc0-478469485f86,189,2,55,0
203cd434-b66b-47b3-9bb7-24a5a1173a9b,202,5,58,0
20460179-7eac-45a7-81fc-467072d73bd5,380,1,80,0
2051e33b-35f8-4b23-845a-bbd6f190b734,87,2,70,0
205d4adb-a8f4-4690-8ed9-d19576ef2674,244,5,75,0
206c6109-417e-4fa6-b46a-e0246fa6a153,162,5,55,0
20d0a7a1-2489-42dd-bfe5-5aadc419dcca,121,4,100,0
20e13779-4c9a-4278-b7b6-c2313ed1f821,373,6,100,0
20ff0181-4511-48cf-946b-cef05922f928,6,5,85,0
2117ed33-a059-4526-bcab-7127ce91ac4b,313,2,73,0
212bd520-9cbd-486e-966f-c65d07f565d4,223,3,35,0
21526c0f-fa47-437d-a5ad-81ef76058ea1,284,3,62,0
2162efd6-b6b5-459c-a37f-929d39bf0473,272,5,100,3
21897e75-4979-4b43-8bca-065b59e03ed2,366,2,64,0
2232d76f-73b5-40d3-85ec-bcebf669fd75,258,2,70,1
22913f2b-0eff-4d44-b6fd-f05a782a29b9,29,4,40,0
22c2f6c7-4ccd-4c28-aa24-c930bcefaff5,99,5,50,0
22cf7eae-a45c-485b-b764-6de05fbab570,349,6,80,1
230021b7-f4d7-49c3-8e57-ecdba82acdaf,244,1,115,1
23f641e0-d33c-4928-a322-8d759335ff36,19,4,25,0
241c0d66-047d-4773-b314-d63d2057b8c0,103,3,85,0
242b41aa-d93a-4684-bc2f-1f2ec8315d93,50,6,95,1
242e9d4c-66bb-436f-b4a7-5f64bb9af247,250,6,90,0
24a514ef-ab77-4bc8-8f4b-db7082d896ad,34,2,102,3
24b50dc3-898d-4eb3-b2a3-15e3c79b1231,216,3,50,0
24b80cf0-9a18-47fe-91c6-9efc6477d754,331,6,35,0
24dd5a7b-2684-40fb-9699-999a43a0d7ce,149,5,100,0
25094473-6e55-40b0-a551-1f36f7377e80,213,5,230,1
251b5796-bbe3-455e-a584-17e1e2f30cfa,43,5,65,0
252f5c5e-6c7a-4b22-aa3a-4d5530708e80,365,6,65,0
25332463-45e9-4736-bad3-a5e2f483253f,167,1,40,0
25658c0b-5509-4a0e-b657-45982a9d6690,297,1,144,2
258b378f-f8ee-4b89-aa9f-beb50f8136da,60,1,40,0
25b35eae-b562-48d6-906a-5194d18ced7c,18,6,101,3
25c63101-0c62-40ce-a736-951f2f88af7e,98,4,25,0
25c907a8-d1bd-47a0-ad27-4ebafe1325df,340,2,78,0
25d6958e-f323-474b-846e-b6b00e510cbd,103,1,95,0
25d8bdc0-b3f8-4049-91f0-3bc0375c3671,5,5,65,0
25e8778e-059c-4918-85be-93aa895bde1b,42,4,65,0
25ef6efb-96d8-4f4f-bde3-995513bf4bed,350,3,79,0
25f550ec-e3f7-41c5-91b5-0ee0a4273817,374,6,30,0
25f80fa4-b4f5-4b94-b8c0-b2e85275178c,368,6,52,0
263555d1-e920-4ea9-a171-6d2b5726e818,88,2,80,0
2644ea4f-8d3d-47c3-a3b3-ee3af9cb5f01,212,6,65,0
2645a0bb-d62b-4bb1-ae04-d94c4939e8b8,82,1,50,0
26887ba7-c7a6-4490-8e07-80dbf64e8e1d,319,4,95,0
2699a315-bfb1-4957-924c-0ababee405ef,90,2,65,0
26a9807a-03f0-4694-baa3-5099d32761bb,291,2,90,0
26bb139c-772c-4ea3-ac0f-163f7582fa8d,26,4,90,0
26ca3c85-cb8e-4850-82dc-ab18d7ac3247,78,1,65,0
26cb7e77-6f87-46aa-9a49-0649196fbdf3,320,3,35,0
274582fd-0ecb-47ed-9132-d2f44bde9b87,29,1,55,1
274aa21d-47eb-49ce-85db-118fa7373b9e,339,5,41,0
27786678-6eff-4196-94d1-c875b853de75,127,5,70,0
2785a4a2-2985-43dd-9f1e-b3c60320cbd3,266,1,50,0
27906404-f980-4a4a-bbd6-bcdad9299670,293,1,64,1
2796acbf-f49f-4f52-8050-b5c10611aeba,381,2,90,0
27d59fc4-e20a-4a3a-94cf-63d54eadf0d3,111,5,30,0
27dd7ad2-5f2b-42a9-b1a3-3ac44fe7dfc0,140,6,55,0
27f682c3-51a3-4bbb-b2ab-e76c9144d96b,64,2,35,0
2857c8b7-951c-47cb-8c52-3c981c6daf94,3,5,100,1
28c32941-8217-46ad-8874-7053b7ea798b,357,3,83,0
28d15901-3820-46d1-ac71-1308a5df8351,235,2,20,0
28d9e37d-a6ec-49e4-832f-44e532334460,302,2,75,1
28e9dfac-d7c4-45fb-a4fc-0ade7824e175,160,1,85,0
28f5e0cf-9160-4a3b-a94f-8da4c3dfeff9,260,3,90,0
2904b847-cd89-4d1d-8a57-57d1113b6d69,94,6,110,0
29196b83-af93-4b70-bb73-a8d040560027,341,6,35,0
29280a4d-3e7a-4051-8669-197637a57200,49,2,65,0
292a21c7-a650-4c52-bafe-dee92a4f4be0,142,5,75,0
2935202a-27b6-4e79-97bb-c8c18bf86a2b,303,6,50,0
2959728c-ef09-47ea-89d0-759e9e661b74,153,3,80,1
2987e2b6-1bef-4452-9ce1-e4ae585605eb,33,3,57,0
298c11ef-e958-4a89-8848-956527a0c931,69,1,50,0
299090b5-0eb8-4a56-a8a6-78c1f73807e2,132,1,48,1
2994751c-be17-4dfb-9936-5e5c8b658fd3,291,1,61,0
29af38a7-a16a-45bc-8d6d-c0c93636bd71,191,4,30,1
29b98160-4b56-4415-a42a-aa7ae8a1113d,248,5,100,0
29d16287-b51c-4681-99a3-f454261e6015,141,6,80,0
29de1243-a60f-4058-8eed-a27bdf05ea17,312,5,85,0
29e3818a-1db6-4050-b4f7-8868329d2399,335,2,115,2
29e50c5d-1bda-4eee-9cbc-89b0c546f60e,85,3,70,0
2a0b5ff7-d916-4341-8e6d-21086f08bfa2,2,5,80,1
2a5a0f4b-369a-4d79-85b5-25bb1fa3138c,200,2,60,0
2a6caaf9-d6c2-46a7-b953-4ece9c97d015,97,1,85,0
2a8ae4ea-0ea0-42d8-a09a-6cb43717e4f8,263,4,30,0
2a978134-9314-4b58-80e3-7b7855bf50d4,236,2,35,1
2aa45672-868a-462c-99e8-4ca0e10af14e,197,4,60,0
2ab6d976-19cf-4e99-8f76-a5acf2e23302,381,6,110,0
2ad55c76-0154-4586-8c20-388a752a54bb,97,5,115,2
2ae97bdc-69f9-4547-8f86-e75ebe29ad67,219,5,80,0
2aee0050-2e63-4089-9fae-8028ce7ad1df,12,2,45,0
2b03e152-edef-428a-bbb4-4e078ec5ee8b,286,1,60,0
2b76acb4-d8b3-439d-828a-fa407c9efe64,79,1,90,1
2bf2b6fc-23f2-448e-94ae-cace52520654,291,6,160,2
2bfe3973-579d-493f-b287-a576e233223f,330,2,100,1
2c0265c2-9422-439f-9d04-399cc2373445,8,4,65,0
2c052338-19a4-4db0-a946-830327b317a1,184,5,80,0
2c0a8ba9-f2b0-4a3d-b9f2-96844d19bca6,118,1,45,0
2c14e6fa-7ab7-4f30-8a9b-db9d7b65bb21,364,4,75,0
2c25a2e9-5137-4eed-a2ba-609ede3018ee,261,5,30,0
2c2b5c9f-6476-4070-854a-10c9bf66879d,385,4,100,0
2c468d60-e083-4f93-afd1-95901097cf55,41,3,35,0
2c5f75af-af9a-499c-ac4f-828023f32111,159,3,80,1
2c638f83-88d9-4cf2-979f-5f85dca40c03,374,4,35,0
2c7d6048-170a-4068-a0e7-df178cd2c0e5,58,6,60,0
2c7d6966-4cdc-4a90-ad71-7ed88e48b24e,244,2,115,2
