uuid,slot,type_id,pokemon_id
ffe7482f-e8c1-4efb-9f62-d76f8bd4f983,1,10,38
8f057bc5-276c-4028-bf48-1635be9d6cef,1,4,41
22f59c77-e223-47db-80e7-06e453ed4624,2,3,41
57a9219f-5227-4183-b810-4bb93f139d52,1,4,42
8bf84a79-ac86-4ef6-9cde-7a1aa462ef7a,2,3,42
84dcbafe-db3b-428f-945b-7a3d7a4a2036,1,12,43
b6fe2d05-f5a8-4774-b40f-bcd8e05ba1a2,2,4,43
886db158-b1b6-4c02-bd39-64a7acd460af,1,12,44
fcb2c8e3-c042-4c18-9e52-da599f86eb25,2,4,44
5f05077f-132b-43ad-893d-1c4cda54347f,1,12,45
d44f3c32-d3cb-4f55-8484-7a4f06aef6c4,2,4,45
eb3d66fe-4768-4499-8135-ec205ac14a17,1,7,46
c0e2f933-ae7d-4006-9230-03ebf72d872a,2,12,46
7071d7d4-a0e5-4328-85b9-f3164124ad8f,1,7,47
0912e5e1-ee02-491e-b15e-7aede1328d22,2,12,47
12b4a047-0598-430f-9ddb-1b7315d5ac3a,1,7,48
0cdfb6ab-24b5-4586-9d79-aaa9962cc221,2,4,48
66d40b58-d230-4d6a-875b-9787ff0bd98a,1,7,49
e0d11123-779e-422b-9082-980c17408aeb,2,4,49
274e7ac4-563d-4d99-abd1-4c8906402982,1,5,50
877b6a17-d549-4627-8038-94c9b9605653,1,5,51
e150115c-a15f-4c00-b3a0-9f9886eaa3fe,1,1,52
cf771b3c-78b8-4966-924b-81a6b083c400,1,1,53
1b90f7bc-a006-426b-99a8-943aa5fe1b9a,1,11,54
c699771b-8cc8-4f0d-b4bd-b9a7711b9809,1,11,55
8a440035-3ce9-45cd-8d19-da3161c86ac4,1,2,56
61aff842-569a-42bd-bd6d-5d1c7e342da6,1,2,57
47c2cc8e-fbf1-47f6-b319-6530621ef569,1,10,58
eedda4a5-c4d3-43bc-bbf8-28e5ff5a91d7,1,10,59
04b1d950-9f4a-4bec-b765-4b9789a03962,1,11,60
62d47376-022c-4ccb-a003-b9d96e838789,1,11,61
b6e9b04a-6bff-4474-939c-dd8452462c0f,1,11,62
66b187ca-ce2f-447c-ac43-fcefc1a14420,2,2,62
129c7c43-b4a7-45cc-9a6b-a3a00abb28e5,1,14,63
4b27815f-84de-44ad-b5b7-65f4e93f36c0,1,14,64
4a396625-4064-448a-8e98-e090f4222975,1,14,65
e53ebd0a-cca5-4a9c-a794-5b54d29b7da8,1,2,66
f990babc-249a-4c2c-85a2-c7bcf1944e4f,1,2,67
ec1f6f32-1c41-40f2-a527-cf4dcc202516,1,2,68
595cc9be-691b-4d91-be7a-a977ad76d955,1,12,69
cd93a334-12e8-44bb-852d-e0ba5dbd1900,2,4,69
077fdcc1-1b6c-4ee9-a59e-0636329c221d,1,12,70
01f4e68d-8d7c-4eb5-beaf-3bbbc61eadf0,2,4,70
bce3037d-11c4-4bcd-9914-259ca03d637d,1,12,71
13b2b9f9-4d0f-4315-a6fe-ff4f215c2ef1,2,4,71
cf24586d-98ba-4ae2-8007-60b61154f5c2,1,11,72
d03ef1e0-8986-41e1-94af-28b9952c475e,2,4,72
2cd054c0-5d27-4412-a12a-a094a66d03af,1,11,73
d439b202-61d9-4d6d-91ab-f1d8e78f1deb,2,4,73
c9e09aff-6a14-4680-bb33-2d335e288ad9,1,6,74
560e4143-6ffa-4e96-ae25-e3783c7c02a7,2,5,74
bdb0f627-83bd-40d6-a300-36ce5095497d,1,6,75
be07b8f8-b630-42b1-958d-681bd8cdc31d,2,5,75
cbd6ac5e-0036-42fc-b86e-e822f05e6189,1,6,76
95547f18-6f1b-42e9-b3dd-c0f9f212e534,2,5,76
ddb7958a-90ee-47a1-95a8-afe0b8c48d13,1,10,77
25294a19-199e-4c8d-91d0-564078498c33,1,10,78
e9f5464b-b75c-44a8-9be5-185727bb189d,1,11,79
aa0b8be7-fc70-48e5-95a9-73632340cada,2,14,79
3ca26175-7230-407e-9b42-9c5844719a45,1,11,80
ddd54eb2-dcdf-44dd-8319-b3b98ed074f2,2,14,80
f578eadb-7110-4f80-9dd9-b6fce2ca40fa,1,13,81
7399a504-1385-460c-af80-bef772676be9,2,9,81
6e871204-f5e8-4977-8b62-fd3c53fde651,1,13,82
a8f88f53-5453-4454-b8bc-13e6698b1fa3,2,9,82
5cdb5f99-a149-4673-bc88-33f1e73a1a74,1,1,83
1ceee2b7-2ce1-4274-9b42-056c3de11213,2,3,83
5c98077a-d78d-4ba4-95c0-77dc58ab9ecc,1,1,84
885b764a-26df-4ff2-ab2b-b43e3ff2be7b,2,3,84
c2984795-5439-45d6-b88c-582432727b62,1,1,85
823bb9f6-e03b-4b44-b248-38adf3c55fd3,2,3,85
494462ca-27bb-49e4-b860-8ed4c6014e56,1,11,86
50f3826c-cd6f-4a07-98d5-fbacfee255ab,1,11,87
ffda3f02-9417-41fb-861b-5ee5e2e2144d,2,15,87
4cf424ac-d742-4c07-ba2c-52892a4e946b,1,4,88
e736ceb3-c3bf-45c2-aeb5-c835d55dee11,1,4,89
316c93f0-ba2f-46c7-88c8-8f887d9b9534,1,11,90
437b3327-d3df-4ed7-9763-cc1dcdd553cb,1,11,91
5cfc8288-e268-4d5b-8de9-56d94bb9e520,2,15,91
e9e83bbe-3195-420a-a16e-94b57184451a,1,8,92
7b382679-31e2-4c90-80c4-cd8da160dc96,2,4,92
f2dd3daf-7bc8-4d7a-b55b-2d325b50b847,1,8,93
7ba8b588-66ad-4414-b8ed-71c7bb6aa62a,2,4,93
8d23467e-9fdd-4d1f-a871-737c6b11371a,1,8,94
18e1dcd9-6423-406d-9874-617819e1f60c,2,4,94
816e83f3-0a5f-4e4c-b6df-d9757f96e153,1,6,95
42876182-054f-48c5-ba8d-b0eeccf979aa,2,5,95
3d3a2799-17a6-42b0-80c5-066eb220332e,1,14,96
4227de00-e89b-4fcf-9149-64e939c52ed6,1,14,97
4d52f0c6-55c1-4f1c-9df2-3e6039358e7b,1,11,98
9db85ab1-b348-4162-85f9-ca0ccbf5d9ae,1,11,99
4705e4a5-fb1e-41aa-93c8-7daf399522d9,1,13,100
ab6fc76a-9da4-4be5-982d-c387ef8a7f99,1,13,101
d5b257b7-9db2-4c0c-9c2f-1b1c40487374,1,12,102
1401294c-5bb8-40c6-9c68-5eaf52f202a8,2,14,102
7d8bfa85-bb65-4f3d-b207-208215dd83b5,1,12,103
0155a8d4-7c86-4171-b34d-fb6bf3f5db5e,2,14,103
5e0275a8-09ea-432f-b2a9-4fda0a723619,1,5,104
2bfc5111-b05d-424d-b80f-e47f810d67b8,1,5,105
01bcf2a1-0f41-4384-a50f-0f9e5a7a1725,1,2,106
15516426-53fe-4459-9fd1-938537fa9ac3,1,2,107
ff361d11-4845-4396-973d-9be4d704c01a,1,1,108
9d4a2660-1d73-4e2f-b580-847f7af182b7,1,4,109
8fdb2207-32c5-46c9-9c7d-20fd00647731,1,4,110
71ac4d21-1a30-4ad5-b110-8ef9d420c63e,1,5,111
e788dde0-7122-4b98-bdde-c9609d392f50,2,6,111
889c116d-faa2-47b1-967d-f42bb14e0d66,1,5,112
4a002a69-1f06-446a-9cf5-5bfc5cfc5832,2,6,112
78baef06-0ce5-4287-a973-d4fea6f956c0,1,1,113
b35d03fc-ae38-4872-ab61-01b693a27b7b,1,12,114
5718a18d-15a4-461a-beb5-104ba7f597d9,1,1,115
3d82a5d1-0f97-4040-bf75-6b8f6b97f6ed,1,11,116
6586895d-330d-47aa-8406-a527cafe93eb,1,11,117
4682c7dc-6908-43d7-8297-2e6419a38e92,1,11,118
3739effc-8899-4f9a-9f33-ffc041dc31bc,1,11,119
136f5879-3200-4b0c-912c-7c4fda84fcd8,1,11,120
a255eca2-e30f-4132-9a91-e1daec88d328,1,11,121
7c5456e4-cca9-449a-9bce-1c61cc0402c9,2,14,121
75538b16-4675-4bc6-addd-649769377007,1,7,123
3e9784bf-3991-49ce-b843-deda280a261c,2,3,123
b891b532-268d-4c5e-97ab-b5e522b3a4b9,1,15,124
635091f5-fbe7-4ed5-84b3-7fd93123bf89,2,14,124
bdf0e861-060d-4d96-94d6-fbcf7609cfea,1,13,125
b4e92d05-c075-4e68-bc57-f69e01d7e411,1,10,126
b4ad938b-be07-42c2-bcd6-e2db5d7a20fc,1,7,127
330b9b8c-8a71-4097-998e-94a317c63f58,1,1,128
328ce36d-564d-45cb-9bb4-e68368529b17,1,11,129
97b1bcf9-ea2a-4ffa-930f-86d60d895b66,1,11,130
4190b758-e870-4574-9088-fabe5cdec753,2,3,130
43d7a569-bb83-47b1-a567-82a1b845afc1,1,11,131
22357b8c-07c7-4ac9-bed6-b0eb160f6945,2,15,131
89658ef9-6054-45bc-8233-d2a86c867cb4,1,1,132
aa9ed386-e608-4e53-9e86-6bc34d23c14b,1,1,133
5f2d2834-4388-471e-ba6f-79bd68783f47,1,11,134
5a3ff25c-953f-409f-a2cf-bc69eb53acee,1,13,135
498bf314-5fb7-4f0e-8ced-0b544794c273,1,10,136
8daccc92-2c6e-491a-909c-d75b23c2af05,1,1,137
63057396-54f5-4a7f-b59b-1e9a3fd19434,1,6,138
c8078b25-8441-4b8a-ad7c-4d7f7db83f8c,2,11,138
490a7310-0b06-498c-897f-42ee66640ce5,1,6,139
7aea8591-7ac2-4fbf-8cde-36dcffe899c6,2,11,139
72d0f8ed-25c9-4ab5-bda7-b8838ee3de5d,1,6,140
9c3a76d5-cdc7-4942-993b-a17c49b796ba,2,11,140
9a3c4cf7-6bd0-4247-952e-b8c52739b1de,1,6,141
dcb031c8-18f9-48f8-8a64-675497860799,2,11,141
650e9da1-0d3c-4a66-9b3d-144696650979,1,6,142
d5101709-ea90-4cd2-a8b3-b513311b376e,2,3,142
5766b4fc-c08e-4180-a7ab-0dce3e6140f4,1,1,143
603daec9-2408-4b39-b06f-6edec1c111c2,1,15,144
e30e7663-0381-4c47-b7cd-a42205d80e78,2,3,144
8bea4373-2cc1-4702-8b6c-c6acae8f1fa6,1,13,145
e429e8db-c3f4-48e5-b4c1-745560856c0b,2,3,145
736cb599-b129-4fdc-b7c4-d17a6f22e811,1,10,146
b259d2ca-5156-4251-a32b-cacca9d1f7ca,2,3,146
b7c53207-a03c-4b8d-8312-9ff681ef1a71,1,16,147
7f2eb06b-b4a4-4112-be4d-5714e549f4ed,1,16,148
49eb8071-6fc1-4b5f-9219-317a775ddb6e,1,16,149
8a2b3e25-f4b6-4477-bf21-64348872349d,2,3,149
3fa2dcec-0377-4e14-be98-5bf4f5ca326f,1,14,150
f608ecbd-a3fc-4e46-bb0e-d32db20240c0,1,14,151
5d790c73-2718-4847-9006-66ddcd22cda3,1,12,152
94736d6c-3a49-4163-824b-ac4482a87861,1,12,153
0a9f818c-6581-4c26-b610-1f7aa51bff9c,1,12,154
e5d54442-ff0b-41a7-9fce-bc6d6041548a,1,10,155
07b622db-0a96-470a-bad7-223f168e47c3,1,10,156
f94eb6d2-9539-4d75-ba4b-0e00e7e8d4bc,1,10,157
e0dc1af1-c386-4818-8343-5cea82bf0b5c,1,11,158
9f7ffcb9-73c9-4399-9fe8-75302cb8e436,1,11,159
dcfe2a47-501f-466e-8616-5c6dc4515c58,1,11,160
f5176de0-adee-4eaf-b082-4a7b52e32b21,1,1,161
39b8d8c0-52d3-4712-9e81-cbd3fe1437a1,1,1,162
ed62f985-d54d-48c6-bb19-3b1cf02771a7,1,1,163
852a5f88-588c-4abf-8aa6-1fd2e48680e4,2,3,163
2b9df052-1e81-42c6-ac62-b979f117c37e,1,1,164
ac34e242-6565-4b50-b941-0bc8e72fe1a4,2,3,164
130ed730-7e01-4d96-a3b3-b0e3171660dc,1,7,165
36f655a6-3209-454e-81d4-fe87fcbebaf7,2,3,165
665bf2eb-17c8-40aa-861c-1384100de9e7,1,7,166
e4e87f37-be17-4794-8ff0-850a66788e33,2,3,166
c446cff1-30df-43ef-a659-3a7aa310a9ae,1,7,167
ee021f40-fb50-47fc-8b92-0a599980bc32,2,4,167
29f1bf29-c315-4f37-957e-30e371bcc9d4,1,7,168
aa5fb662-2510-4d8c-84c6-d5571680b30f,2,4,168
d8fa7f22-9607-4fdc-a1d3-fd4c79aec4f8,1,4,169
be869c86-5a05-4c3c-bc98-813a2a64b681,2,3,169
ff53d531-05d1-4e5a-8324-a98e0cc05e75,1,11,170
38d57f51-501e-49bb-af7b-4779c85409a7,2,13,170
1aea10c9-c9ed-4cd9-8fa3-ff33b96fd798,1,11,171
e822b3f1-8314-4967-8b4b-f7488b542b9a,2,13,171
6452ca71-ac8c-4cd0-8b46-866fe4aec3a4,1,13,172
3fa89d2f-c140-4b1b-92d7-316c8ef6595d,1,1,173
177e4e70-debe-43c8-b890-27ba43ac8d3d,1,1,175
9b64001e-6d99-462a-aa67-2dad65195b5f,1,14,177
64423a1e-ab79-41e6-b8c8-7f3e99a9c760,2,3,177
4c362238-b027-45d6-a5e6-7bfdb02fc347,1,14,178
2887a294-af5e-49c1-9a13-a12259cbd52a,2,3,178
649c4dad-6482-4b22-b8e6-9dda9d8b6fc0,1,13,179
92391831-cfda-4217-ad97-4072c7097e6f,1,13,180
42d5ac38-2360-4a90-b160-ead310c7e954,1,13,181
056cd449-11ef-4295-81f4-13bb715bbacb,1,12,182
6b36867e-1ef5-4070-a854-6e1ce7c5f989,1,11,183
ecd0be34-a957-4cd9-af9b-f2a7ae653525,2,18,183
f7ea4205-e477-4db1-9f66-0f429ef64540,1,11,184
498a6daf-19f2-465c-a8c2-fd3573c35012,2,18,184
5588738d-684b-464c-ad8d-58bb5d5bc9cc,1,6,185
422ed9b4-83f4-405b-9482-c1f21c930618,1,11,186
1d39258a-80cc-4154-a901-353dcc8092a2,1,12,187
62d83d8a-6038-4908-970f-cabaed4365e0,2,3,187
452bdffd-05cd-4f3a-b139-59e7e6c25d90,1,12,188
21df3b16-c9c0-49ed-9b9c-cd642b7dbe13,2,3,188
7551decc-c8ab-48f4-b673-148f13ae1546,1,12,189
43674d1b-702a-49e1-99a7-84343fb96d31,2,3,189
140b715d-061f-4fd2-a9f6-e19395e5b47c,1,1,190
a11f4e2f-8a3c-44e5-9622-c46dc9dbddc6,1,12,191
a000e36e-5419-4766-841c-a24fdd91f725,1,12,192
73f6df46-71c4-4d87-a8d3-8a3209d4c0f8,1,7,193
dd95b879-215b-4d2f-b848-1e4d5dbf24cf,2,3,193
bdf8fa72-3422-4617-8d26-820e9314c119,1,11,194
b02549bd-3e34-4089-bb6c-0234004efdc8,2,5,194
fbb38aa6-cadd-4d35-b115-3fc6b9cfc267,1,11,195
28d9ae9e-0e06-4750-a55d-fe4adfaca4d9,2,5,195
7dd1a04d-7b09-4f41-9a1a-0ddc13b2ce94,1,14,196
ca2fb982-f3d4-47bf-9044-09b03ce90c20,1,17,197
332c78b3-f42a-4477-9fdf-9ca7a2d65811,1,17,198
c73022b7-8e25-4ad8-b109-51e3f69924d1,2,3,198
79364e6c-910d-4905-8972-908308816384,1,11,199
0315580e-bbca-4e01-af04-a2f78ccb8e29,2,14,199
535d1f37-1910-48cd-9ec7-96776a373dd8,1,8,200
134196c6-3e34-4d2e-b49e-785e1b77be49,1,14,201
a2ff8984-c97b-4c80-a2cf-b07f2604418d,1,14,202
4e37457f-d147-412c-933d-96eabc07f021,1,1,203
f6aacfc3-611f-46f8-bec7-a938748b22b0,2,14,203
4ef71e97-336d-4177-9df2-5329ddb02d8c,1,7,204
63c02142-5f25-4efe-83ec-170ca59ada37,1,7,205
4d5e073b-0c95-432d-acc9-4fdfd292e160,2,9,205
cb577718-1eb5-4742-8b24-441e7e7cc805,1,1,206
f2145faa-b1b4-41e5-a83c-18d5ee354600,1,5,207
72bd31e4-5a22-42ce-87e1-afe3eb32a001,2,3,207
c76557e2-7340-42e4-9b4a-f72c0a01b9b3,1,9,208
201c1f80-737f-4618-97f1-18cb0caeeff7,2,5,208
5dc470c1-d78e-4c3c-bd38-897f1be0338d,1,1,209
0c5aafca-167c-44a7-9b58-693b3bf33834,1,1,210
7f1f3a8f-b240-4870-aaa5-382414a3068e,1,11,211
676edb2f-dcf6-485c-ad80-1025b1d84965,2,4,211
8207baa8-e28e-41ee-8b84-8b4d43bed0ef,1,7,212
e6da4cf7-a0b1-4924-a087-624c5280afb4,2,9,212
7bcc0eec-e115-4ab0-8be1-aef0f1260d8f,1,7,213
c86fbfe5-5678-43df-82a3-51781953a3c7,2,6,213
8e83665c-e579-428c-8b43-403ed2f3de8b,1,7,214
f9493353-d1dd-4fe4-8a1e-1f4b68205caf,2,2,214
b61228e0-2c6e-4ebc-ae45-36a67c14c130,1,17,215
cfdd866a-1539-48ac-991b-b83774de7235,2,15,215
725e22ca-c06b-448b-a252-a473f43cea3f,1,1,216
38d694ae-ea54-4ad3-b3c9-f3535be0544d,1,1,217
733622f8-ab5d-46fc-98f5-02b4e78bc7e5,1,10,218
eda3b4a7-a30b-4d5b-a071-7945d7bef38d,1,10,219
1a5a74d5-6a3b-45c0-a19b-1f362dce522f,2,6,219
e983ea6e-07ed-4ec7-9423-54116c0d50d9,1,15,220
df503198-f9d4-4999-9c6c-279bfd34eb22,2,5,220
2bacbc89-16c2-43bd-b30b-64f96e732b65,1,15,221
f8f65f49-e1a5-4b70-b996-c65d530851e9,2,5,221
f61cd4b9-c6ea-443b-aecf-13f3a892ef1a,1,11,222
39b07332-48bc-47ba-a6cc-46b3325d7c2a,2,6,222
392da112-be5e-428e-a246-e3a7c8985b41,1,11,223
167fbcf4-5b3f-4596-8b5c-6262902fa6f1,1,11,224
5bfd5144-99f7-44d6-8722-7b65dd2efeeb,1,15,225
89ecfbd0-bc03-4293-9288-308483ce05dd,2,3,225
e27f04fc-4c61-48cf-b05e-8e7117cf2c05,1,11,226
c767cdb2-4bf7-4acd-841f-d3f64b97adc7,2,3,226
af9dc20b-72a6-4b93-84d7-bd5a6d75e330,1,9,227
478d1925-84c6-466f-a1e6-010f2048d09a,2,3,227
e1abf9f0-0d96-4899-b28b-5e0110d5b0eb,1,17,228
e7f24d86-faa2-4044-9e32-c821db7ee8c3,2,10,228
4064922b-c3d7-42a4-bc86-a3fa42f70df8,1,17,229
661824e3-389a-4aa3-8c5f-93dbd818ecf1,2,10,229
acf7a5ba-2f5e-4f94-989b-7f9bc33005dd,1,11,230
c539f793-c4f7-4d8f-b6b2-046a43e5acc5,2,16,230
c53144e9-726a-4ada-9e66-2287420ecb8d,1,5,231
d53d827d-1880-4f7f-976c-669c5ec18215,1,5,232
7d2b3d8b-6072-4ea4-be19-c94f04d562a8,1,1,233
502824a5-3905-4775-96ba-a6b65dbdcc7d,1,1,234
71dbb6ee-7b14-40a1-aa2f-c6be98c4bdf6,1,1,235
5ad8de82-eeef-4d14-adcf-72cbd53b8a39,1,2,236
2fb612dc-dc76-4cf2-9b95-7c2dd00b4967,1,2,237
fcf03ee3-1d94-4042-ae6f-c316a3ee6dab,1,15,238
d59b7f7a-80ce-4309-99e3-0eda5c095911,2,14,238
8c3e6d6a-8953-41ca-927d-29c08da7d4e8,1,13,239
1b381283-0d04-4c3f-af3a-7a2680f7c792,1,10,240
053922f9-3e70-41f1-ad87-066ba52ae308,1,1,241
69c3203f-299a-47f3-99a4-9b297feefe60,1,1,242
45abc3f7-7482-475e-a0dd-a59efb5f7a42,1,13,243
79a2481b-1b85-4eb7-be9c-530c24e9900e,1,10,244
b9ed0b1a-0037-4c54-9dc9-74a90e9cd00e,1,11,245
11b9b76c-3021-4a18-9639-264b8bddc175,1,6,246
d5c14192-98d8-4d2a-814e-165ecd3f4f67,2,5,246
25235e0a-a578-4852-ac7c-8d417df7bccc,1,6,247
0365a104-cbe0-4ca5-828a-5246a35e56f2,2,5,247
3c5defed-a968-4394-a392-e3a3eb3c2fe9,1,6,248
710c5e5b-612d-49ad-a8a9-2101b7bf72de,2,17,248
418e4cce-e518-4db5-bf56-b17c5a3cebcf,1,14,249
d6ce779e-c4a9-4ac1-b9ce-1e2654b8136c,2,3,249
6ff800f9-246e-409e-81ee-489acdad2f8c,1,10,250
d2fdca9d-bb4c-4ee1-a010-04a7a90e54ab,2,3,250
ade4a376-aeb7-4a7f-8945-caf6a1252705,1,14,251
c6c6c2b1-452f-4e6e-854e-f22733e5b9ee,2,12,251
362e880a-3b25-4c40-a8c6-6f49409c0851,1,12,252
9156e383-9f73-4529-a279-8b3a002709fd,1,12,253
af0afa5e-e69d-447f-ab74-9e6addf5e90a,1,12,254
3cdcdbdf-08df-4127-9975-e78964d05108,1,10,255
c7470c92-1a2c-439d-a57d-4f6c6c6a0a6a,1,10,256
758a407a-745f-4b3d-882a-41248e92b5d6,2,2,256
26113247-1e7f-4f6d-9a2c-15fb88caf3ff,1,10,257
24cb4d7a-f4b0-421f-bd03-3337ec481331,2,2,257
3d402764-1452-4fb7-89ea-8669a5b49a13,1,11,258
7dfae147-c9a5-4b09-8e51-d5fa3aa140b6,1,11,259
0e321c94-8901-4ec9-bd4e-a739d347989e,2,5,259
8400565f-2c0d-4152-ad83-7ad7d12c51c0,1,11,260
15a3dc6b-9bb7-468e-8c5f-361b8bbb644c,2,5,260
bb13287b-02fe-478f-99cc-24a1b991effe,1,17,261
190e40e0-188e-4093-894f-927257ad3613,1,17,262
b3d29873-7846-44a5-a2f0-5d615926cf13,1,1,263
ca0603ee-be0a-49a8-bfe5-c0e7d2a98068,1,1,264
b72b8d09-99e4-4e2e-8cfe-7768557c12ee,1,7,265
b3526a26-ffb2-4620-b65f-fe3ce553fe73,1,7,266
85578eb5-7e0f-4d1c-8ece-4d62d6a124c5,1,7,267
d3fb797b-fed3-4f49-983c-d9ab21e86720,2,3,267
27cc9fb3-c939-46cd-b1dd-744267543621,1,7,268
a7e140c7-2d18-49da-9f11-84da5fce12e7,1,7,269
06dc7aa0-8d03-45c6-bd2b-b9135ef831fe,2,4,269
10360ce7-6928-46c5-bd41-aefbd9b6440c,1,11,270
52a39b69-37d1-4a04-9463-d3bb20def984,2,12,270
14b5aab4-433c-4573-b78b-a8b9a3dbb9a0,1,11,271
549bb9fc-56a3-4b66-ba2a-c636290238a6,2,12,271
8a32da11-7689-4ea5-ab78-db907d7502cd,1,11,272
5a35680c-aa29-498d-8c78-4be8062a0425,2,12,272
5b95ed25-473f-45e6-a5dd-0bb16e335720,1,12,273
d9c86570-7576-486b-800f-34c0951e2d0d,1,12,274
c6341244-cfa1-4d73-be7a-e4ac96080e65,2,17,274
5be25cc6-408e-4955-976d-1dd20f23d58d,1,12,275
03e816b2-9d65-4fd9-abee-e9e1b740ba6c,2,17,275
eb200595-2277-416b-a160-19cf3228bb94,1,1,276
8e92e5c2-4bc3-473a-9f42-a173c0505923,2,3,276
ac4db55f-60a7-46b8-9adb-bd16be6432d6,1,1,277
c18d2938-5355-487f-9720-3477eb6a08b5,2,3,277
ae4a8f03-6c3d-40f5-b2a0-5d7dfa3ec6ef,1,11,278
78029a17-7bc2-4952-9fcc-cbd3ade26235,2,3,278
c76fa86e-29cd-4f09-9b3a-bfc665d52f61,1,11,279
094bf3b7-218b-4c08-933d-f09446e990de,2,3,279
20d3515c-79d8-49b3-bf36-0420489d6aec,1,7,283
c3cfcaf5-11db-413e-8dba-e042784bb188,2,11,283
a608ea72-1838-4a71-841a-ffc018b90f90,1,7,284
2003c547-a5bd-4bbb-8676-7a061dd79a47,2,3,284
fbc53dc6-15f1-48f1-bc37-bcc7d4561efe,1,12,285
f4b2b04e-eaab-4639-842e-d45ac7aadb8c,1,12,286
5ecf67d7-a853-465f-a27f-3f2623ad0c2d,2,2,286
ea6cf0f4-be28-45ae-968c-5a32cb72e55c,1,1,287
e0a228a0-2195-48a8-a178-4ab19e9d1d06,1,1,288
1cf30094-1cc8-44b6-86a4-4b0cb7f85f64,1,1,289
083b8112-dd18-4798-8f99-47f579893585,1,7,290
f64118be-3a34-49ec-9cd8-9d1f567c1683,2,5,290
0a34e528-92af-4777-89c5-561be43b7db9,1,7,291
67a56488-0b1e-462c-b962-62d86d35f56d,2,3,291
fb17b726-c09d-4b36-83b3-9cb4958bbce1,1,7,292
564ae0fb-42c5-431e-ad79-815d76dfa423,2,8,292
3fab90dd-7d9e-4ec6-a6bb-8e3ea9a5d665,1,1,293
eb3c04fd-e87f-4e6b-89d7-23a7cc009531,1,1,294
1c6a44a2-fbb8-4e9d-aec8-14502ccd30a8,1,1,295
